"rank","word","pronunciation","pos","cn","en"
"1886","defeat","/dɪˈfit/","verb","击败，战胜","to win against someone in something such as a fight or game"
"1887","presidential","/ˌprɛz.ɪˈdɛn.ʃəl/","adj","总统的","relating to the president"
"1888","perfectly","/ˈpɜr.fɪkt.li/","adv","完美地；绝对正确地","in a faultless manner; without mistakes"
"1889","enhance","/ɛnˈhæns/","verb","提高，增进","to make something better; to improve"
"1890","proud","/praʊd/","adj","骄傲的","pleased because of something you have done"
"1891","emergency","/ɪˈmɜr.dʒən.si/","noun","紧急情况","a sudden serious event needing immediate action"
"1892","educational","/ˌɛdʒ.ʊˈkeɪ.ʃə.nl/","adj","教育的","relating to teaching in a school"
"1893","distinguish","/dɪˈstɪŋ.gwɪʃ/","verb","辨别出，区分","to notice the difference between two or more things or people"
"1894","substantial","/səbˈstæn.ʃəl/","adj","大量的，可观的","large in amount, quantity, or size"
"1895","nearby","/ˈnɪərˈbaɪ/","adj","附近的","not far away"
"1896","manufacturer","/mæn.jʊ.fæk.tʃər.ər/","noun","制造商；制造厂","a person or company that makes a product"
"1897","slide","/slaɪd/","verb","滑行","to move smoothly and easily, usually over a surface"
"1898","valuable","/ˈvæl.ju.ə.bəl/","adj","值钱的","worth a lot of money"
"1899","personally","/ˈpɜr.sə.nl.i/","adv","亲自地；个别地","by a specific person, and not by anyone else"
"1900","breast","/brɛst/","noun","胸部","one of the two parts on the front of a woman's body that produce milk when she has a baby"
"1901","cope","/kəʊp/","verb","（成功地）应付，处理","to deal successfully with a difficult problem"
"1902","approximately","/əˈprɑk.sə.mɪt.li/","adv","大概地；接近地；近似地","around; nearly; almost; about (a number)"
"1903","accommodation","/əˌkɑm.əˈdeɪ.ʃən/","noun","住宿","a place to stay, often a hotel"
"1904","highlight","/ˈhaɪˌlaɪt/","noun","最重要或最有趣的部分","the best or most interesting part of something"
"1905","reporter","/rɪˈpɔr.tər/","noun","记者，新闻广播员","someone whose job is to write and report news for a newspaper, magazine, television, or radio station"
"1906","climate","/ˈklaɪ.mɪt/","noun","气候","typical weather conditions in a particular place"
"1907","shirt","/ʃɜrt/","noun","衬衫","a light piece of clothing with sleeves for the upper body"
"1908","exception","/ɪkˈsɛp.ʃən/","noun","例外","something not included in or different from a group of things"
"1909","corporation","/ˌkɔr.pəˈreɪ.ʃən/","noun","法人团体；公司","big company or a combination of several companies"
"1910","chip","/tʃɪp/","noun","碎片，薄片","a small piece that was broken or taken off something"
"1911","winner","/ˈwɪn.ər/","noun","获胜者；优胜者","the person or animal that is the best in a contest or first in a race"
"1912","encounter","/ɛnˈkaʊn.tər/","verb","意外地遇到；遭遇","to have or experience something, often unpleasant or difficult"
"1913","brown","/braʊn/","adj","棕色的","of the color of coffee, wood, or chocolate"
"1914","breathe","/brið/","verb","呼吸","to move air into and out of your lungs"
"1915","excuse","/ɪkˈskjuz/","verb","藉口","to give a reason to explain why you did something"
"1916","partly","/ˈpɑrt.li/","adv","部分地","in part; not completely"
"1917","tennis","/ˈtɛn.ɪs/","noun","网球运动","game played by hitting a ball over a net"
"1918","urban","/ˈɜr.bən/","adj","城市的","concerning a city; located in a city"
"1919","confuse","/kənˈfjuz/","verb","使困惑","to make something unclear or hard to understand"
"1920","southern","/ˈsʌð.ərn/","adj","南方的","in or from the south"
"1921","output","/ˈaʊtˌpʊt/","noun","产量","amount of something that is produced"
"1922","beauty","/ˈbju.ti/","noun","美","quality of being physically or visually attractive"
"1923","massive","/ˈmæs.ɪv/","adj","大量的，巨大的，厚实的","very big; very large and heavy"
"1924","install","/ɪnˈstɔl/","verb","安装","to set up a piece of equipment so that it is ready to use"
"1925","calculate","/ˈkæl.kjʊ,lɛɪt/","verb","计算","to find an answer using mathematics"
"1926","mouse","/maʊs/","noun","老鼠","a small animal that has fur and a long tail"
"1927","mathematics","/ˌmæθ.əˈmæt.ɪks/","noun","数学","study or science of numbers and shapes"
"1928","upper","/ˈʌp.ər/","adj","较高的","higher than others of the same kind"
"1929","creation","/kriˈeɪ.ʃən/","noun","创造","act of making something"
"1930","occupy","/ˈɑk.jəˌpaɪ/","verb","占用，占有","to fill a time, a space, or an area"
"1931","outline","/ˈaʊtˌlaɪn/","noun","大纲；概要","the main ideas or facts about something, without the details"
"1932","sufficient","/səˈfɪʃ.ənt/","adj","足够的","having as much as is needed for a particular purpose"
"1933","update","/ˈʌp.deɪt/","verb","更新","to change something by adding the most recent information"
"1934","luck","/lʌk/","noun","运气（好运）","accidental way things happen, often good things"
"1935","preserve","/prɪˈzɜrv/","verb","保持原状","to keep something in an unchanged or perfect condition"
"1936","split","/splɪt/","verb","劈开；撕裂","to break something into pieces or divide something"
"1937","swing","/ˈswɪŋ/","verb","摇摆","to move smoothly backwards and forwards or from side to side while hanging from something"
"1938","illness","/ˈɪl.nəs/","noun","疾病","unhealthy condition of the mind or body"
"1939","journalist","/ˈdʒɜr.nl.ɪst/","noun","新闻记者","a person who writes news reports for newspapers, magazines, television, or radio"
"1940","sudden","/ˈsʌd.n/","adj","突然的；意外的","happening or done quickly or unexpectedly"
"1941","advertisement","/əd.vər.tɪs.mənt/","noun","广告","a picture, short film, text, etc., that tells people about a product or service"
"1942","consistent","/kənˈsɪs.tənt/","adj","一贯的，一致的","always acting or happening in the same way"
"1943","originally","/əˈrɪdʒ.ə.nl.i/","adv","起初；原来","at first; in the beginning"
"1944","aside","/əˈsaɪd/","adv","在旁边；离开；","to the side; out of the way; for later use"
"1945","comfort","/ˈkʌm.fərt/","noun","安慰","state of being relaxed, warm, or happy"
"1946","secondly","/ˈsɛk.ənd.li/","adv","第二，其次","used to give a point or reason after the first"
"1947","severe","/səˈvɪər/","adj","严重的；严肃的","very bad; very serious"
"1948","gene","/dʒin/","noun","基因","part of a cell that controls the development and appearance of a living thing"
"1949","prospect","/ˈprɑs.pɛkt/","noun","预期；前景","the possibility that something might happen in the future, especially something good"
"1950","snow","/snəʊ/","noun","雪","soft white pieces of frozen water falling from the clouds"
"1951","plot","/plɑt/","noun","密谋","a plan to do something, often in secret and bad"
"1952","neck","/nɛk/","noun","颈项，脖子","part of the body joining the head and the body"
"1953","criteria","/kraɪˈtɪər.i.ə/","noun","标准；准则","details used to make a decision"
"1954","primarily","/praɪˈmɛr.ə.li/","adv","首要地，主要地","in the most basic or important way"
"1955","integrate","/ˈɪn.tɪˌgreɪt/","verb","使结合，合并","to combine together; make into one thing"
"1956","criticism","/ˈkrɪt.əˌsɪz.əm/","noun","批评","written or spoken remarks about what is bad about someone or something"
"1957","convention","/kənˈvɛn.ʃən/","noun","大会","a large meeting of the members of a profession, organization, or who have the same interests"
"1958","bet","/ˈbɛt/","verb","打赌","to make an agreement on the results of an event where the losers give something (usually money) to the winner"
"1959","retain","/rɪˈteɪn/","verb","保留，保持","to continue to have or use something; to keep"
"1960","sequence","/ˈsi.kwəns/","noun","次序，顺序","an ordered group of related events or things"
"1961","plain","/pleɪn/","adj","简易的，明显的，清晰的","simple; easy to understand; clear"
"1962","volunteer","/ˌvɑl.ənˈtɪər/","noun","志愿者","someone who works willingly without pay"
"1963","rural","/ˈrʊər.əl/","adj","农村的","relating to parts of a country that are outside towns and cities, with fields, woods, etc."
"1964","calm","/kɑm/","adj","平静的；镇静的","relaxed and not worried or angry"
"1965","abandon","/əˈbæn.dən/","verb","离弃；抛弃","to leave someone or something you are responsible for and not return"
"1966","examination","/ɪgˌzæm.əˈneɪ.ʃən/","noun","检查；考试","test of your knowledge of, or ability in something"
"1967","silence","/ˈsaɪ.ləns/","noun","寂静，无声","no sound or noise"
"1968","rapidly","/ˈræp.ɪd.li/","adv","迅速地","with great speed"
"1969","efficient","/ɪˈfɪʃ.ənt/","adj","有效的","able to work well without waste"
"1970","revolution","/ˌrɛv.əˈlu.ʃən/","noun","革命","a change in the way a country is governed, usually by violence or war; a complete change"
"1971","delight","/dɪˈlaɪt/","noun","高兴；愉悦","a strong feeling of great pleasure and happiness"
"1972","spell","/spɛl/","verb","拼写","to be able to say, write, or print the letters that make up a word"
"1973","premise","/ˈprɛm.ɪs/","noun","假定，前提","a statement or idea that is accepted as being true and is used for developing other ideas and actions"
"1974","lean","/lin/","verb","使倾斜，依靠；（adj）瘦的","to bend or move someone's body in a particular direction; (adj) very little fat"
"1975","dramatic","/drəˈmæt.ɪk/","adj","突然的；极其的","sudden and extreme"
"1976","differ","/ˈdɪ.fər/","verb","使不同","to be not the same as others"
"1977","grateful","/ˈgreɪt.fəl/","adj","感激的","feeling or showing thanks; thankful"
"1978","protein","/ˈproʊ.tin/","noun","蛋白质","a substance found in some foods, such as meat, that is needed by the body to stay healthy"
"1979","bike","/baɪk/","noun","自行车","a vehicle with two wheels that a person can ride"
"1980","distribute","/dɪˈstrɪb.jut/","verb","分发，分配","to hand in or deliver something to people"
"1981","intellectual","/ˌɪn.tlˈɛk.tʃu.əl/","noun","智力","of or relating to the ability to think in a logical way and understand complicated ideas and subjects"
"1982","derive","/dɪˈraɪv/","verb","引申出，衍生出","to develop or get something from something else"
"1983","crucial","/ˈkru.ʃəl/","adj","至关重要的","extremely important"
"1984","unemployment","/ˌʌn.ɛmˈplɔɪ.mənt/","noun","失业","the number of people in an area who want to work but do not have a job"
"1985","wheel","/wil/","noun","车轮","the round thing under a vehicle that turns and makes it move"
"1986","crop","/krɑp/","noun","庄稼（例如:玉米，大米）","plants grown on a farm for food (e.g., corn or rice)"
"1987","minority","/maɪˈnɔr.ɪ.ti/","noun","少数；少数派","a part of a group that is less than half of the whole; a small part"
"1988","origin","/ˈɔr.ɪ.dʒɪn/","noun","起源","the point at which something begins or is created"
"1989","interpretation","/ɪnˌtɜr.prɪˈteɪ.ʃən/","noun","解释；说明","an explanation or opinion of the meaning of something"
"1990","gentleman","/ˈdʒɛn.tl.mən/","noun","绅士","a man who has good manners and is considerate"
"1991","drama","/ˈdrɑ.mə/","noun","戏剧","a piece of writing that tells a story about a serious subject or an exciting event"
